VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.882352941,126,0.882352941,1,0.0017647060000000048,-0.7490195911111104
0.884117647,128,0.884117647,128,0.0017647060000000048,-0.7490195911111104
0.885882353,127,0.885882353,127,0.0017647060000000048,-0.7490195911111104
0.887647059,128,0.887647059,128,0.0017647060000000048,-0.7490195911111104
0.889411765,127,0.889411765,127,0.0017647060000000048,-0.7490195911111104
0.891176471,128,0.891176471,128,0.008823529000000052,0.25490190222222964
0.892941176,128,0.9,129,0.007058822999999936,0.003921493333324255
0.894705882,128,0.907058823,130,0.007058824000000019,0.003921635555558245
0.896470588,128,0.914117647,131,,
0.898235294,128,,,,
0.9,129,,,,
0.901764706,129,,,,
0.903529412,129,,,,
0.905294118,129,,,,
0.907058823,130,,,,
0.908823529,130,,,,
0.910588235,130,,,,
0.912352941,130,,,,
0.914117647,131,,,,
0.915882353,131,,,,
0.917647059,131,,,,
