VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.05882353,151,1.05882353,1,0.003529410000000066,-0.4980394666666573
1.06058824,151,1.06235294,152,0.005294120000000069,-0.24705848888887916
1.06235294,152,1.06764706,153,0.00705881999999991,0.003921066666653816
1.06411765,152,1.07470588,154,0.0070588300000000714,0.003922488888899123
1.06588235,152,1.08176471,155,0.00705881999999991,0.003921066666653816
1.06764706,153,1.08882353,156,,
1.06941176,153,,,,
1.07117647,153,,,,
1.07294118,153,,,,
1.07470588,154,,,,
1.07647059,154,,,,
1.07823529,154,,,,
1.08,154,,,,
1.08176471,155,,,,
1.08352941,155,,,,
1.08529412,155,,,,
1.08705882,155,,,,
1.08882353,156,,,,
1.09058824,156,,,,
1.09235294,156,,,,
1.09411765,156,,,,
