VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.65882353,237,1.65882353,1,0.0017647100000000027,-0.7490190222222218
1.66058824,238,1.66058824,238,0.00705881999999991,0.003921066666653816
1.66235294,238,1.66764706,239,0.007058820000000132,0.003921066666685347
1.66411765,238,1.67470588,240,0.005294119999999847,-0.2470584888889107
1.66588235,238,1.68,241,0.007058820000000132,0.003921066666685347
1.66764706,239,1.68705882,242,,
1.66941176,239,,,,
1.67117647,239,,,,
1.67294118,239,,,,
1.67470588,240,,,,
1.67647059,240,,,,
1.67823529,240,,,,
1.68,241,,,,
1.68176471,241,,,,
1.68352941,241,,,,
1.68529412,241,,,,
1.68705882,242,,,,
1.68882353,242,,,,
1.69058824,242,,,,
1.69235294,242,,,,
1.69411765,242,,,,
