VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.0705882352,10,0.0705882352,1,0.007058823499999992,0.0039215644444432485
0.0723529411,10,0.0776470587,11,0.0070588235000000055,0.003921564444445247
0.074117647,10,0.0847058822,12,0.007058823699999994,0.003921592888888048
0.0758823529,10,0.0917647059,13,0.0070588235000000055,0.003921564444445247
0.0776470587,11,0.0988235294,14,0.0070588236,0.0039215786666666475
0.0794117646,11,0.105882353,15,,
0.0811764705,11,,,,
0.0829411764,11,,,,
0.0847058822,12,,,,
0.0864705881,12,,,,
0.088235294,12,,,,
0.09,12,,,,
0.0917647059,13,,,,
0.0935294117,13,,,,
0.0952941176,13,,,,
0.0970588235,13,,,,
0.0988235294,14,,,,
0.100588235,14,,,,
0.102352941,14,,,,
0.104117647,14,,,,
0.105882353,15,,,,
